cdir_events_incident_option_junctions_tables
2
id	unknown2	incident_key	option_key	value
1035145611	0	wh2_main_incident_skv_siege_time_down	CND_FIRST_ROUND	5
1035370476	0	wh2_main_incident_all_construction_cost_up	GEN_TARGET_NONE	
1036902679	0	wh2_main_incident_def_cold_one_melee_attack_up	VAR_CHANCE	5
1036998359	0	wh2_dlc10_incident_def_death_night_no_slaves	GEN_TARGET_NONE	
1038853552	0	wh2_dlc09_tmb_incident_memories_of_the_past	CND_FIRST_ROUND	35
1040091847	0	wh2_dlc09_tmb_incident_paychest_mercenaries	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
1041035013	0	wh2_main_incident_intrigue_skv_positive_2a	VAR_CHANCE	100
1041527076	0	wh2_main_incident_all_morale_down	CND_NOT_CULTURE	wh2_main_dlc09_sc_tmb_tomb_kings
1042204171	0	wh2_main_incident_skv_morale_up_public_order_up	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1045100717	0	wh2_main_incident_all_replenish_rate_down_recruitment_cost_down	CND_FIRST_ROUND	5
1045294879	0	wh2_main_incident_skv_public_order_down	CND_FIRST_ROUND	5
1045944328	0	wh2_main_incident_all_campaign_movement_up	GEN_TARGET_NONE	
1050600114	0	wh2_main_incident_def_army_morale_up_public_oder_increses	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1052293649	0	wh2_main_incident_lzd_morale_down_recruitment_cost_up	GEN_TARGET_MILITARY_FORCE	
1054843695	0	wh2_main_incident_hef_morale_up_public_order_up	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1058974463	0	wh2_main_incident_intrigue_hef_positive_2b	VAR_CHANCE	100
1061898425	0	wh2_main_incident_all_recruitment_cost_up_unit_exp_up	VAR_CHANCE	5
1062491498	0	wh2_main_incident_hef_agent_wizard	CND_FIRST_ROUND	12
1064317133	0	wh2_main_incident_lzd_damage_building	GEN_TARGET_REGION	
1064531389	0	wh2_main_encounter_at_sea_combat_5_nor	VAR_CHANCE	100
1075376151	0	wh2_main_incident_intrigue_any_positive_3a	GEN_TARGET_MODEL	
1076044162	0	wh2_main_incident_intrigue_lzd_positive_1a	GEN_TARGET_MODEL	
1076322095	0	wh2_main_incident_encounter_at_sea_2_c_tmb	VAR_CHANCE	100
1077022587	0	wh2_dlc09_tmb_incident_boiling_point	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
1078610177	0	wh2_main_incident_def_growth_down	GEN_CND_OWNS	
107997965	0	wh2_main_incident_hef_trade_income_up	CND_ROUNDS_UNTIL_NEXT	30
108438989	0	wh2_dlc09_tmb_incident_paychest_mercenaries	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1085404922	0	wh2_dlc09_tmb_incident_liquid_sand	GEN_TARGET_REGION	
1086065211	0	wh2_main_incident_skv_melee_infantry_melee_attack_up_morale_up	GEN_TARGET_NONE	
1086406395	0	wh2_main_encounter_at_sea_campaign_4_nor	VAR_FOLLOWUP_CHANCE	100
1090146025	0	wh2_main_incident_intrigue_hef_negative_1c	VAR_CHANCE	100
1091186265	0	wh2_main_incident_all_damage_building	CND_ROUNDS_UNTIL_NEXT	20
1098183143	0	wh2_dlc09_tmb_incident_raining_magma	CND_ROUNDS_UNTIL_NEXT	40
1099066721	0	wh2_main_incident_all_construction_cost_up	VAR_CHANCE	5
1099428325	0	wh2_main_incident_intrigue_hef_negative_3a	VAR_CHANCE	100
1099681033	0	wh2_main_incident_hef_research_rate_up	CND_FIRST_ROUND	5
1099909723	0	wh2_main_incident_hef_public_order_down	VAR_CHANCE	5
1102023387	0	wh2_main_dilemma_treasure_hunt_graveyard_2_a	CND_NOT_CULTURE	wh2_dlc09_tmb_tomb_kings
1102371730	0	wh2_main_incident_encounter_at_sea_1_a	GEN_TARGET_NONE	
110266238	0	wh2_dlc09_tmb_incident_boiling_point	CND_FIRST_ROUND	20
1105310133	0	wh_dlc08_incident_nor_phar_away_gold	CND_FIRST_ROUND	20
1106471710	0	wh2_main_incident_encounter_at_sea_3_c	VAR_CHANCE	100
110682375	0	wh2_main_incident_all_growth_up	GEN_TARGET_NONE	
1110432777	0	wh2_main_incident_hef_replenish_rate_up	CND_ROUNDS_UNTIL_NEXT	20
1111726382	0	wh_dlc08_incident_nor_dark_winnowing	CND_ROUNDS_UNTIL_NEXT	45
1113281569	0	wh2_dlc10_incident_hef_alarielle_torment_increase	GEN_TARGET_NONE	
1113680132	0	wh2_main_incident_def_death_hag_witch_elves_recruitment_cost_down_exp_up	CND_ROUNDS_UNTIL_NEXT	20
1117208853	0	wh2_main_incident_def_agent_spy	CND_CULTURE	wh2_main_def_dark_elves
1119558894	0	wh2_main_incident_skv_agent_engineer	GEN_CND_HUMAN	
1119590335	0	wh2_dlc09_tmb_incident_undead_pirates	VAR_CHANCE	6
1120291045	0	wh_dlc05_incident_wef_vengeance_of_the_asrai	CND_CULTURE	wh_dlc05_wef_wood_elves
1122971039	0	wh2_main_incident_lzd_morale_down_recruitment_cost_up	GEN_CND_HUMAN	
1124190380	0	wh2_dlc10_monster_hunt_9_stage_2	VAR_CHANCE	100
1125210529	0	wh2_dlc09_incident_tmb_campaign_won	VAR_FOLLOWUP_CHANCE	100
1125672935	0	wh2_main_incident_def_army_morale_up_public_oder_increses	VAR_CHANCE	5
1126013386	0	wh2_dlc09_tmb_incident_memories_of_the_past	VAR_CHANCE	4
1128198288	0	wh2_main_incident_all_melee_defense_up	CND_ROUNDS_UNTIL_NEXT	20
113778874	0	wh2_main_incident_all_wom_up	GEN_TARGET_NONE	
1138914727	0	wh2_dlc10_incident_hef_blood_voyage_ends	VAR_CHANCE	100
1139897413	0	wh2_main_incident_all_agent_action_cost_down	CND_ROUNDS_UNTIL_NEXT	20
1141739705	0	wh2_main_incident_intrigue_any_positive_1b	GEN_TARGET_MODEL	
1142806655	0	wh2_main_incident_def_army_morale_down_recruitment_cost_up	VAR_CHANCE	5
1143630766	0	wh_dlc01_incident_chs_chaos_cult_discovered	CND_FACTION	wh_main_chs_chaos
1144284080	0	wh2_main_incident_encounter_at_sea_4_a_tmb	GEN_TARGET_NONE	
1146108907	0	wh2_dlc09_tmb_incident_raining_magma	CND_FIRST_ROUND	15
1149960977	0	wh2_main_incident_lzd_building_cost_down	CND_FIRST_ROUND	5
115027830	0	wh2_main_incident_intrigue_any_negative_2a	GEN_TARGET_MODEL	
1150898493	0	wh2_main_encounter_at_sea_combat_2	GEN_TARGET_NONE	
1154012086	0	wh2_main_incident_skv_campaign_movement_range_increase	CND_ROUNDS_UNTIL_NEXT	30
1154159967	0	wh2_dlc09_tmb_incident_liquid_sand	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1155652505	0	wh2_main_incident_intrigue_hef_negative_1b	GEN_TARGET_MODEL	
1162405876	0	wh2_main_incident_encounter_at_sea_2_c_tmb	GEN_TARGET_NONE	
1163016902	0	wh_dlc08_incident_nor_phar_away_gold	VAR_CHANCE	6
116415321	0	wh2_main_encounter_at_sea_combat_3_tmb	GEN_TARGET_NONE	
1164245063	0	wh_dlc08_incident_nor_useless_contraptions	VAR_CHANCE	2
1164308031	0	wh2_main_incident_hef_campign_movement_up	GEN_TARGET_NONE	
1164371279	0	wh2_main_incident_lzd_research_rate_up	GEN_TARGET_NONE	
1166180938	0	wh2_main_incident_lzd_agent_wizard	CND_NOT_HAS_AGENT	wizard
1167762508	0	wh2_main_incident_lzd_morale_up_public_order_up	CND_FIRST_ROUND	5
1168785528	0	wh2_dlc09_tmb_incident_jungle_warriors	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1173230248	0	wh2_main_incident_def_public_order_down	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1178495538	0	wh2_main_incident_all_public_order_down_greatly_recruitment_cost_down_greatly	GEN_CND_NOT_REGION	wh_main_yn_edri_eternos_the_oak_of_ages
118042147	0	wh2_main_incident_skv_growth_down	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
118801013	0	wh2_main_incident_encounter_at_sea_1_b	VAR_CHANCE	100
11882075	0	wh2_dlc09_tmb_incident_riders_graveyard	CND_ROUNDS_UNTIL_NEXT	40
1192463801	0	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a	CND_FACTION	wh_main_chs_chaos
119502568	0	wh2_main_encounter_at_sea_campaign_2_nor	VAR_CHANCE	100
1195861738	0	wh2_dlc09_tmb_incident_unearthed_knowledge	CND_FIRST_ROUND	10
1196018501	0	wh2_main_incident_hef_morale_down_recruitment_cost_increase	CND_CULTURE	wh2_main_hef_high_elves
1196558770	0	wh2_main_incident_hef_growth_down	CND_ROUNDS_UNTIL_NEXT	20
1197980408	0	wh2_main_incident_encounter_at_sea_1_c_tmb	GEN_TARGET_NONE	
1202023699	0	wh2_main_incident_intercontinental_diplomacy	VAR_CHANCE	100
1202277665	0	wh2_main_incident_def_army_morale_up_public_oder_increses	CND_CULTURE	wh2_main_def_dark_elves
1202304444	0	wh2_main_incident_all_morale_down	CND_FIRST_ROUND	5
1202878412	0	wh2_dlc10_sword_of_khaine_region_captured	VAR_FOLLOWUP_CHANCE	100
1203495695	0	wh2_main_dilemma_treasure_hunt_lone_wanderer_3_a	CND_FACTION	wh_main_chs_chaos
1204041463	0	wh2_main_incident_intrigue_def_positive_1a	VAR_CHANCE	100
1204987809	0	wh2_main_incident_lzd_morale_up_public_order_up	GEN_CND_OWNS	
1205090038	0	wh2_main_incident_all_wom_up	CND_ROUNDS_UNTIL_NEXT	20
1208224566	0	wh2_main_incident_def_agent_wizard	VAR_CHANCE	50
121177810	0	wh2_main_incident_hef_research_rate_up	VAR_CHANCE	5
1220643917	0	wh2_main_incident_all_melee_attack_up	GEN_TARGET_MILITARY_FORCE	
1221544525	0	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_b	CND_NOT_CULTURE	wh2_dlc09_tmb_tomb_kings
1223753667	0	wh2_dlc09_tmb_incident_glimpse_into_the_realm	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1224263224	0	wh2_main_encounter_at_sea_combat_5_nor	VAR_FOLLOWUP_CHANCE	100
1225914956	0	wh2_main_incident_skv_morale_up_public_order_up	CND_ROUNDS_UNTIL_NEXT	20
1226994849	0	wh2_main_incident_hef_trade_income_up	GEN_TARGET_NONE	
1227895724	0	wh2_dlc10_incident_def_death_night_no_slaves	VAR_CHANCE	100
1233257415	0	wh2_main_incident_encounter_at_sea_3_c_nor	GEN_TARGET_NONE	
1238060609	0	wh2_main_encounter_at_sea_combat_4_tmb	VAR_CHANCE	100
1240024242	0	wh2_main_incident_skv_agent_champion	CND_FIRST_ROUND	12
1241847038	0	wh_dlc08_incident_nor_lean_times	CND_ROUNDS_UNTIL_NEXT	45
1243246540	0	wh2_dlc10_sword_of_khaine_issued	VAR_FOLLOWUP_CHANCE	100
1244477764	0	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a_spy	CND_CULTURE	wh2_main_skv_skaven
1248276051	0	wh2_main_incident_all_campaign_movement_down_replenish_up	GEN_CND_HUMAN	
1249833670	0	wh2_main_incident_encounter_at_sea_2_b_nor	GEN_TARGET_NONE	
1253369463	0	wh2_main_incident_encounter_at_sea_2_c	GEN_TARGET_NONE	
1254008688	0	wh2_main_dilemma_treasure_hunt_lone_wanderer_3_a	CND_CULTURE	wh_main_emp_empire
125556590	0	wh_dlc08_qb_nor_monster_hunt_0_stage_3b	GEN_TARGET_NONE	
1255839088	0	wh2_main_incident_all_growth_up	VAR_CHANCE	5
1258654696	0	wh_dlc08_incident_nor_fresh_meat	CND_ROUNDS_UNTIL_NEXT	40
1259375787	0	wh2_main_incident_all_construction_cost_down	GEN_TARGET_NONE	
1259902974	0	wh2_main_incident_def_army_morale_down_recruitment_cost_up	GEN_TARGET_MILITARY_FORCE	
126053538	0	wh2_main_incident_intrigue_def_positive_3a	VAR_CHANCE	100
1261156680	0	wh2_main_incident_intrigue_emp_negative_2	VAR_CHANCE	100
1261724792	0	wh2_dlc09_tmb_incident_glimpse_into_the_realm	CND_ROUNDS_UNTIL_NEXT	40
126233374	0	wh2_main_incident_all_growth_up	CND_FIRST_ROUND	5
1263661470	0	wh_dlc08_qb_nor_monster_hunt_2_stage_3b	VAR_CHANCE	100
1271221718	0	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a	CND_CULTURE	wh_dlc03_bst_beastmen
1273708595	0	wh2_main_incident_all_wom_up_greatly_miscast_rate_up	CND_FIRST_ROUND	5
1275022070	0	wh2_main_incident_intrigue_hef_negative_2b	GEN_TARGET_MODEL	
127777887	0	wh2_main_incident_def_building_cost_down	CND_FIRST_ROUND	5
1279702216	0	wh2_main_encounter_at_sea_campaign_1_tmb	VAR_CHANCE	100
1281283500	0	wh_dlc08_incident_nor_unworldly_gift	CND_FACTION	wh_dlc08_nor_norsca
1282842569	0	wh2_main_incident_intrigue_hef_negative_1b	VAR_CHANCE	100
1284956387	0	wh2_main_incident_def_research_rate_up	VAR_CHANCE	5
1286296616	0	wh2_main_incident_hef_campign_movement_up	CND_ROUNDS_UNTIL_NEXT	20
128914682	0	wh2_main_incident_skv_morale_up_against_dwf	VAR_CHANCE	5
1291383269	0	wh2_main_incident_hef_chaos_corruption_up	GEN_TARGET_NONE	
1292077068	0	wh2_main_encounter_at_sea_campaign_3_tmb	VAR_CHANCE	100
1295505062	0	wh2_dlc09_tmb_incident_paychest_mercenaries	GEN_TARGET_NONE	
1299417655	0	wh2_main_encounter_at_sea_campaign_2_tmb	VAR_CHANCE	100
1300608516	0	wh2_main_incident_hef_public_order_down	GEN_CND_NOT_REGION	wh_main_yn_edri_eternos_the_oak_of_ages
1301852960	0	wh2_main_incident_skv_public_order_down	GEN_CND_OWNS	
1302003272	0	wh2_main_incident_intrigue_any_positive_1b	VAR_CHANCE	100
1302853593	0	wh2_main_incident_intrigue_any_positive_2a	GEN_TARGET_MODEL	
1304054128	0	wh2_main_incident_all_replenish_rate_down_recruitment_cost_down	CND_ROUNDS_UNTIL_NEXT	30
1309336299	0	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a_spy	CND_CULTURE	wh_main_grn_greenskins
1312894309	0	wh2_main_incident_lzd_agent_champion	CND_NOT_HAS_AGENT	champion
1313172000	0	wh2_main_encounter_at_sea_combat_1_nor	GEN_TARGET_NONE	
1314745527	0	wh2_main_incident_intrigue_def_positive_1c	GEN_TARGET_MODEL	
1317407290	0	wh2_main_incident_all_wom_down	CND_FIRST_ROUND	5
1317623459	0	wh2_main_incident_all_melee_defense_up	GEN_CND_HUMAN	
1318435355	0	wh2_dlc09_tmb_incident_raining_magma	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1319756819	0	wh2_main_incident_all_damage_building	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1324748905	0	wh2_main_dilemma_treasure_hunt_lone_wanderer_3_a	CND_CULTURE	wh2_main_hef_high_elves
1326198131	0	wh2_main_incident_lzd_agent_wizard	GEN_CND_HUMAN	
1326759552	0	wh2_main_incident_def_damage_building_slave_down	CND_FIRST_ROUND	5
1329071819	0	wh2_main_incident_encounter_at_sea_4_a	GEN_TARGET_NONE	
1329360906	0	wh_dlc08_incident_nor_blood_favours	CND_FACTION	wh_dlc08_nor_wintertooth
1331976496	0	wh2_main_dilemma_treasure_hunt_barracks_4_a	CND_NOT_CULTURE	wh2_dlc09_tmb_tomb_kings
133367603	0	wh2_main_incident_def_agent_wizard	GEN_TARGET_MILITARY_FORCE	
1336455732	0	wh2_main_incident_all_gdp_down	GEN_TARGET_NONE	
134500940	0	wh2_main_encounter_at_sea_combat_3_nor	GEN_TARGET_NONE	
1348964920	0	wh2_main_incident_all_morale_down	CND_ROUNDS_UNTIL_NEXT	20
134933286	0	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a	CND_CULTURE	wh2_main_hef_high_elves
1349978068	0	wh2_main_incident_all_character_exp_up	CND_CULTURE	wh2_main_hef_high_elves
1350208827	0	wh2_main_incident_all_character_exp_up	GEN_CND_OWNS	
1353122938	0	wh_dlc08_incident_nor_midnight_sun	VAR_CHANCE	1
1353444785	0	wh2_main_incident_skv_public_order_down	GEN_CND_NOT_REGION	wh_main_yn_edri_eternos_the_oak_of_ages
1355669136	0	wh2_main_incident_all_growth_down	GEN_TARGET_NONE	
1359211120	0	wh2_main_incident_skv_agent_engineer	CND_FIRST_ROUND	12
1359251483	0	wh2_main_incident_lzd_agent_champion	VAR_CHANCE	50
1360100182	0	wh2_main_incident_encounter_at_sea_3_b_nor	VAR_CHANCE	100
1361135374	0	wh2_main_encounter_at_sea_combat_1_tmb	GEN_TARGET_NONE	
1361608148	0	wh2_main_incident_encounter_at_sea_3_a_nor	VAR_CHANCE	100
1367342414	0	wh2_main_incident_encounter_at_sea_3_a_nor	GEN_TARGET_NONE	
1369562786	0	wh2_main_incident_hef_trade_income_up	VAR_CHANCE	5
1369679508	0	wh2_main_incident_intrigue_lzd_positive_2a	VAR_CHANCE	100
1371180988	0	wh2_main_incident_lzd_morale_up_public_order_up	GEN_CND_NOT_REGION	wh_main_yn_edri_eternos_the_oak_of_ages
1371196529	0	wh2_main_encounter_at_sea_combat_4_nor	GEN_TARGET_NONE	
137138822	0	wh2_main_incident_hef_growth_down	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1371562730	0	wh2_dlc09_tmb_incident_raining_magma	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
1371692933	0	wh2_main_incident_intrigue_skv_negative_2a	GEN_TARGET_MODEL	
1374674778	0	wh2_dlc09_tmb_incident_undead_pirates	GEN_TARGET_NONE	
1378167402	0	wh2_dlc10_death_night_free_slave	GEN_TARGET_NONE	
1381853889	0	wh_dlc08_incident_nor_blood_favours	VAR_CHANCE	2
1384895902	0	wh_dlc08_incident_nor_sign_in_ice	VAR_CHANCE	2
1386225401	0	wh2_main_incident_all_damage_building	VAR_CHANCE	5
1387697078	0	wh2_main_incident_lzd_growth_down	CND_ROUNDS_UNTIL_NEXT	20
1388446783	0	wh2_main_incident_hef_replenish_rate_up	CND_FIRST_ROUND	5
1389367424	0	wh2_main_encounter_at_sea_campaign_4	GEN_TARGET_NONE	
1389728346	0	wh2_dlc10_incident_alarielle_start_ap_bonus	VAR_CHANCE	100
1391564967	0	wh2_main_incident_all_growth_up_greatly_gdp_down	GEN_TARGET_REGION	
1394249031	0	wh2_main_encounter_at_sea_campaign_4	VAR_CHANCE	100
1394940617	0	wh2_main_incident_hef_replenish_rate_up	GEN_TARGET_MILITARY_FORCE	
1395963022	0	wh2_main_incident_hef_replenish_rate_up	GEN_CND_HUMAN	
1397382824	0	wh2_dlc09_tmb_incident_unearthed_knowledge	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1398369195	0	wh2_main_incident_hef_morale_up_public_order_up	CND_ROUNDS_UNTIL_NEXT	20
1399984141	0	wh2_dlc09_tmb_incident_cache_of_asaph	VAR_CHANCE	5
1401500539	0	wh2_main_incident_lzd_public_order_down	CND_FIRST_ROUND	5
1402960160	0	wh2_dlc09_tmb_incident_raining_magma	GEN_TARGET_MILITARY_FORCE	
1403142480	0	wh2_main_incident_def_cold_one_melee_attack_up	GEN_TARGET_NONE	
1403592783	0	wh_dlc08_incident_nor_fresh_meat	CND_FACTION	wh_dlc08_nor_wintertooth
1407753724	0	wh2_main_incident_all_construction_cost_down	VAR_CHANCE	5
1408152101	0	wh2_main_incident_lzd_cold_one_recruitment_cost_down_campaign_movement_range_up	GEN_TARGET_NONE	
1412089514	0	wh2_dlc09_tmb_incident_a_noble_mistake	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
1414109698	0	wh2_main_incident_skv_replenish_up	VAR_CHANCE	5
1414234856	0	wh2_main_incident_intrigue_hef_positive_1b	GEN_TARGET_MODEL	
141532393	0	wh2_main_incident_all_ranged_weapon_damage_up	CND_CAN_RECRUIT_UNIT_CLASS	inf_mis
1416159444	0	wh2_main_incident_lzd_public_order_down	CND_ROUNDS_UNTIL_NEXT	20
1416910810	0	wh_dlc08_incident_nor_phar_away_gold	CND_FACTION	wh_dlc08_nor_norsca
1419534227	0	wh2_main_incident_def_raid_sack_income_up	CND_FIRST_ROUND	5
1421608315	0	wh_dlc08_incident_nor_blades_of_ice	CND_FACTION	wh_dlc08_nor_wintertooth
1422444538	0	wh_dlc08_incident_nor_lean_times	GEN_TARGET_NONE	
1423645126	0	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
1423949047	0	wh2_main_incident_hef_public_order_down	CND_ROUNDS_UNTIL_NEXT	20
142483411	0	wh2_dlc09_tmb_incident_boiling_point	CND_ROUNDS_UNTIL_NEXT	40
1424916567	0	wh2_main_incident_all_construction_cost_down	CND_FIRST_ROUND	5
1425836639	0	wh2_main_incident_encounter_at_sea_2_b_nor	VAR_CHANCE	100
1426368708	0	wh2_main_incident_def_raid_sack_income_up	VAR_CHANCE	5
1426821516	0	wh2_dlc10_sword_of_khaine_building_started_AI	VAR_FOLLOWUP_CHANCE	100
1430839340	0	wh2_main_incident_all_construction_cost_up	CND_MIN_REGIONS_OWNED	1
1436241365	0	wh_dlc08_qb_nor_monster_hunt_0_stage_3b	VAR_FOLLOWUP_CHANCE	100
1438330984	0	wh2_main_incident_skv_warp_unit_recruitment_cost_down	VAR_CHANCE	5
1438546315	0	wh2_main_incident_intrigue_def_negative_1a	GEN_TARGET_MODEL	
1439612014	0	wh_dlc08_incident_nor_phar_away_gold	CND_UNIQUE	
1442288652	0	wh2_main_incident_encounter_at_sea_2_c_nor	VAR_CHANCE	100
144274093	0	wh2_main_dilemma_treasure_hunt_mechanical_automaton_4_a	CND_NOT_CULTURE	wh2_dlc09_tmb_tomb_kings
1443059484	0	wh_dlc08_incident_nor_midnight_sun	GEN_TARGET_NONE	
144391322	0	wh2_main_incident_all_campaign_movement_up	VAR_CHANCE	5
1445835750	0	wh2_main_incident_hef_morale_up_public_order_up	GEN_TARGET_REGION	
1447106255	0	wh2_main_incident_lzd_morale_up_public_order_up	CND_CULTURE	wh2_main_lzd_lizardmen
1447923748	0	wh2_main_incident_intrigue_def_negative_2a	VAR_CHANCE	100
1448678702	0	wh2_main_incident_def_damage_building_slave_down	GEN_TARGET_REGION	
1448935444	0	wh2_dlc10_monster_hunt_8_stage_3b	VAR_CHANCE	100
1449026394	0	wh2_main_incident_intrigue_any_negative_1b	VAR_CHANCE	100
1450675029	0	wh2_main_incident_intrigue_hef_negative_2b	VAR_CHANCE	100
1450983556	0	wh2_main_incident_hef_agent_champion	CND_NOT_HAS_AGENT	champion
145208846	0	wh2_dlc09_incident_tmb_campaign_won	GEN_TARGET_FACTION	
1453779573	0	wh2_main_incident_intrigue_any_positive_1a	VAR_CHANCE	100
1454834929	0	wh2_main_incident_hef_morale_up_public_order_up	VAR_CHANCE	5
1457343236	0	wh2_main_encounter_at_sea_combat_4	VAR_CHANCE	100
146307773	0	wh2_dlc10_sword_of_khaine_building_started_AI	GEN_TARGET_NONE	
1465033558	0	wh2_main_incident_all_melee_defense_up	VAR_CHANCE	5
1466382272	0	wh2_main_incident_skv_public_order_down	GEN_TARGET_REGION	
1471943095	0	wh2_dlc09_tmb_incident_a_noble_mistake	CND_FIRST_ROUND	10
147216460	0	wh_dlc08_incident_nor_dark_winnowing	CND_FIRST_ROUND	13
1472708355	0	wh2_main_incident_all_damage_building	GEN_CND_OWNS	
1475168490	0	wh2_main_incident_hef_public_order_down	CND_FIRST_ROUND	5
1476028243	0	wh2_main_incident_hef_damage_building	VAR_CHANCE	5
147825648	0	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_a	CND_NOT_RELIGION	wh2_main_religion_skaven
1481322007	0	wh2_main_incident_all_public_order_down	CND_ROUNDS_UNTIL_NEXT	20
1485255400	0	wh2_main_incident_all_morale_down	GEN_TARGET_NONE	
1486597946	0	wh2_main_incident_all_melee_defense_up	GEN_TARGET_MILITARY_FORCE	
1490669069	0	wh2_dlc10_sword_of_khaine_building_done	GEN_TARGET_NONE	
1492424028	0	wh2_main_incident_encounter_at_sea_2_a_tmb	VAR_CHANCE	100
149284633	0	wh2_dlc09_great_vortex_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3a	GEN_TARGET_NONE	
1493047848	0	wh_dlc08_incident_nor_avenge_the_gods	CND_FACTION	wh_dlc08_nor_norsca
1494158127	0	wh_dlc08_incident_nor_arctic_might	CND_FACTION	wh_dlc08_nor_wintertooth
1495373617	0	wh_dlc07_incident_brt_splendid_monasteries	CND_FIRST_ROUND	8
1497098491	0	wh2_main_incident_intrigue_hef_positive_2a	VAR_CHANCE	100
1499323127	0	wh2_main_encounter_at_sea_campaign_3_nor	VAR_FOLLOWUP_CHANCE	100
1499456457	0	wh2_main_incident_skv_morale_up_public_order_up	CND_FIRST_ROUND	5
1502081541	0	wh_dlc08_incident_nor_sign_in_ice	CND_FACTION	wh_dlc08_nor_wintertooth
1502829580	0	wh2_main_incident_def_army_morale_down_recruitment_cost_up	CND_CULTURE	wh2_main_def_dark_elves
150595809	0	wh2_main_incident_hef_agent_champion	CND_CULTURE	wh2_main_hef_high_elves
1506778051	0	wh2_main_incident_all_campaign_movement_down_replenish_up	CND_FIRST_ROUND	5
1507811654	0	wh2_main_incident_all_growth_up_greatly_gdp_down	CND_ROUNDS_UNTIL_NEXT	20
1508314663	0	wh2_main_incident_def_agent_wizard	GEN_CND_HUMAN	
